user_input,reference_contexts,reference,synthesizer_name
Quais são os principais direcionadores do Plano Estratégico Petrobras para o período de 2028?,"['projetos por meio de uma maior integração com a área de pesquisa e desenvolvimento e aumentar a sinergia \nentre os processos corporativos. \nCom agilidade e um grande trabalho de equipe, em 1º de junho de 2023 aprovamos os elementos \nestratégicos e direcionadores do Plano Estratégico Petrobras para o período de 2024 a 2028, incluindo a \nindicação de investimentos em projetos de baixo carbono para a faixa entre 6% e 15% do investimento total \nno próximo plano. Traçamos também seis novos direcionadores: atenção às pessoas; adequação e \naprimoramento do parque atual de refino; foco  em ativos rentáveis e descarbonização de E&P; \ndesenvolvimento sustentável do país; transição energética justa; e atuação internacional por meio de \nparcerias tecnológicas e operacionais. \nEsses direcionadores nos conduzirão à visão da empresa , que foi  revisada: “Ser a melhor empresa \ndiversificada e integrada de energia na geração de valor, construindo um mundo mais sustentável,']",Os principais direcionadores do Plano Estratégico Petrobras para o período de 2024 a 2028 incluem: atenção às pessoas; adequação e aprimoramento do parque atual de refino; foco em ativos rentáveis e descarbonização de E&P; desenvolvimento sustentável do país; transição energética justa; e atuação internacional por meio de parcerias tecnológicas e operacionais.,single_hop_specifc_query_synthesizer
Como a visão da empresa se alinha com os princípios do Pacto Global das Nações Unidas?,"['Esses direcionadores nos conduzirão à visão da empresa , que foi  revisada: “Ser a melhor empresa \ndiversificada e integrada de energia na geração de valor, construindo um mundo mais sustentável, \nconciliando o foco em óleo e gás com a diversificação em negócios de baixo carbono (inclusive produtos \npetroquímicos e fertilizantes), sustentabilidade, segurança, respeito ao meio ambiente e atenção total às \npessoas”.  \nEssa visão reforça nossa vocação de ser uma empresa integrada de energia, destaca a diversificação de \nnegócios necessária para a transição energética e reforça nossa preocupação com as pessoas. \nEstamos comprometidos com o desenvolvimento socioeconômico das regiões onde atuamos e com a \nmelhoria da qualidade de vida de toda a sociedade, respeitando os direitos humanos e o meio ambiente, em \nconformidade com os princíp ios do Pacto Global das Nações Unidas e os Princípios Orientadores sobre']","A visão da empresa destaca a vocação de ser uma empresa integrada de energia, enfatizando a diversificação de negócios necessária para a transição energética e a preocupação com as pessoas. Além disso, a empresa está comprometida com o desenvolvimento socioeconômico das regiões onde atua e com a melhoria da qualidade de vida de toda a sociedade, respeitando os direitos humanos e o meio ambiente, em conformidade com os princípios do Pacto Global das Nações Unidas.",single_hop_specifc_query_synthesizer
como que Direitos Humanos se relaciona com os princíp ios do Pacto Global das Nações Unidas e os Princípios Orientadores sobre Direitos Humanos e Empresas?,['conformidade com os princíp ios do Pacto Global das Nações Unidas e os Princípios Orientadores sobre \nDireitos Humanos e Empresas e inspirados pelos Objetivos de Desenvolvimento Sustentável.'],"Direitos Humanos se relaciona com os princíp ios do Pacto Global das Nações Unidas e os Princípios Orientadores sobre Direitos Humanos e Empresas, pois estes princípios são inspirados pelos Objetivos de Desenvolvimento Sustentável.",single_hop_specifc_query_synthesizer
Qual é o papel da América Latina no futuro sustentável da Petrobras?,"['PETROBRAS   | Relatório de Sustentabilidade | 2022  5 \nMensagem do presidente \nSão essas mudanças que irão materializar a razão de nossa existência, que se apresenta em nosso novo \npropósito: “Prover energia que assegure prosperidade de forma ética, justa, segura e competitiva.” O que \nbuscamos é uma trajetória para a transição energética para uma economia de baixo carbono justa, inclusiva, \ncom mudanças nos padrões de uso da energia avaliando e minimizando os impactos sociais para todas as \npartes: os nossos empregados, as comunidades e toda a nossa cadeia de suprimentos. \nConfiamos que c om a combinação de ativos estratégicos, um corpo técnico altamente qualificado e \ncomprometido e o maior centro de pesquisas da América Latina será possível promover soluções para um \nfuturo sustentável da Petrobras nas próximas décadas e para as novas geraç ões. E faremos tudo isso \nvalorizando nossas trabalhadoras e nossos trabalhadores e garantindo o patamar de excelência em']","A América Latina é mencionada como o local do maior centro de pesquisas da Petrobras, que será fundamental para promover soluções para um futuro sustentável da empresa nas próximas décadas e para as novas gerações.",single_hop_specifc_query_synthesizer
Quais são as perspectivas para o futuro sustentável da Petrobras nas próximas décadas?,['futuro sustentável da Petrobras nas próximas décadas e para as novas geraç ões. E faremos tudo isso \nvalorizando nossas trabalhadoras e nossos trabalhadores e garantindo o patamar de excelência em \nsegurança operacional. \n \n \n \n \n \n \n \n \n \n \n \n \nJean Paul Prates \nPresidente da Petrobras'],"O futuro sustentável da Petrobras nas próximas décadas será focado em valorizar suas trabalhadoras e trabalhadores, além de garantir um patamar de excelência em segurança operacional.",single_hop_specifc_query_synthesizer
Quais são as principais características do Relatório de Sustentabilidade de 2022 da Petrobras?,"['PETROBRAS   | Relatório de Sustentabilidade | 2022  6 \nSobre o relatório \n[2-2] [2-3] [2-4] [2-5] [2-14] \nSobre o relatório \nO Relatório de Sustentabilidade 2022 atende às exigências da Lei 13.303/16 e cobre o período de 01/01/22 \na 31/12/22, permitindo acréscimo de dados relevantes referentes a histórico ou a fatos ocorridos nos \nprimeiros meses de 2023 , até 01/06/2023. Quando iss o ocorre, o período está informado. O Relatório de \nSustentabilidade da Petrobras é publicado anualmente, em data sequencialmente posterior às \nDemonstrações Financeiras e outros documentos específicos (como o Caderno de Direitos Humanos e \nCidadania Corporativa e o Caderno de Mudança de Clima) e referenciados neste relatório.  \nAdotamos as diretrizes para relato de sustentabilidade da Global Reporting Initiative (GRI Standards 2021) \ne respondemos indicadores contidos em padrões do Sustainability Accounting Sta ndards Board (SASB),']","O Relatório de Sustentabilidade 2022 da Petrobras atende às exigências da Lei 13.303/16 e cobre o período de 01/01/22 a 31/12/22, permitindo acréscimo de dados relevantes referentes a histórico ou a fatos ocorridos nos primeiros meses de 2023, até 01/06/2023. O relatório é publicado anualmente, em data sequencialmente posterior às Demonstrações Financeiras e outros documentos específicos, e adota as diretrizes para relato de sustentabilidade da Global Reporting Initiative (GRI Standards 2021), respondendo também a indicadores contidos em padrões do Sustainability Accounting Standards Board (SASB).",single_hop_specifc_query_synthesizer
Quais são os Objetivos de Desenvolvimento Sustentável mencionados no relatório?,"['e respondemos indicadores contidos em padrões do Sustainability Accounting Sta ndards Board (SASB), \nvoltados para a indústria de óleo e gás adequados à nossa organização ( Exploration & Production, \nMidstream e Refining & Marketing ).  Utilizamos como metodologia complementar de relato o Guia para \nRelatórios de Sustentabilidade da International Petroleum Industry Environmental Conservation \nAssociation (Ipieca). O Sumário GRI e a correlação com o guia da Ipieca, com os Princípios do Pacto Global e \ncom os Objetivos de Desenvolvimento Sustentável (ODS) das Nações Unidas podem ser observados ao final \ndeste relatório.  \nO escopo de informações refere-se às nossas atividades no Brasil e fora dele, incluindo dados referentes às \ncontroladas listadas nas Demonstrações Financeiras, quando relevantes para a controladora (consolidado).  \nEm alguns casos o dado considera somente a controladora ou a controladora e algumas controladas que']","Os Objetivos de Desenvolvimento Sustentável (ODS) das Nações Unidas são mencionados no contexto do Sumário GRI e a correlação com o guia da Ipieca, com os Princípios do Pacto Global, ao final do relatório.",single_hop_specifc_query_synthesizer
Qual é a importância da GRI no relatório de sustentabilidade?,"['Em alguns casos o dado considera somente a controladora ou a controladora e algumas controladas que \ntragam materialidade ao indicador. Nesse caso a informação do universo considerado é dada junto ao \nindicador. \nEm atenção à recomendação 5.1 da GRI 1: Fundamentos GRI, aumentamos o número de indicadores com \ndados consolidados em relação à última publicação.  \nNosso relatório contém capítulos iniciais que incluem o desdobramento estratégico para os temas ASG \n(Ambiental, Social e Governança) a partir de riscos e oportunidades identificadas na visão de curto, médio e \nlongo prazos e do engajamento com nossos stakeholders, visto que as demandas de nossos públicos são \nconsideradas em nossa administração e em nosso relato. Na sequência, apresentamos nossos temas \nmateriais, seus indicadores, iniciativas e práticas de gestão, distribuídos nas dimensões ASG.  \nOs dados de emissões publicados no Relatório de Sustentabilidade 2021 sofreram pequenos ajustes em']","A GRI é importante porque aumenta o número de indicadores com dados consolidados em relação à última publicação, e ajuda a estruturar o relatório com capítulos que incluem desdobramentos estratégicos para temas ASG, considerando riscos e oportunidades identificadas e o engajamento com stakeholders.",single_hop_specifc_query_synthesizer
Qual foi o total de recursos que a Petrobras recebeu em ressarcimentos e quanto isso representa em relação aos US$ 134 milhões pagos no exterior em 2022?,"['<1-hop>\n\nPETROBRAS   | Relatório de Sustentabilidade | 2022  63 \nImpactos econômicos \nPagamento de impostos e royalties  \nEm 2022, a Petrobras atingiu recorde de contribuição tributária anual, recolhendo o total de R$ 279 bilhões \nsob forma de tributos e Participações Governamentais (PGOV) no Brasil e US$ 134 milhões pagos no \nexterior. A arrecadação de tributos e PGOV aumenta consideravelmente a capacidade de investimento \nmunicipal, estadual e federal, ampliando a possibilidade de maior investimento em infraestruturas urbanas \ne serviços para atendimento à população.  \n \nTRIBUTOS E PGOV (dados em R$ bilhões) \n \n \nNos últimos cinco anos a Petrobras já recolheu mais de R$ 1 trilhão em tributos e participações \ngovernamentais para União, Estados e Municípios, proporcionando um maior orçamento governamental \npara execução de políticas públicas que atendam a sociedade.  \n \n \n \n>> Informações detalhadas sobre nossos recolhimentos tributários podem ser consultados no nosso Relatório Fiscal.', '<2-hop>\n\nde colaboração com indivíduos que concordem em devolver recursos, podemos ter direito a receber  uma \nparte deles. Deste modo, já retornaram para o nosso caixa, ao longo dos anos da OLJ, a título de \nressarcimento de danos previstos em acordos de leniência, acordos de colaboração e repatriações, a quantia \naproximada de R$ 6,719 bilhões até o final de 2022. Apenas em 2021, foram devolvidos R$ 1,272 bilhões e, \nem 2022, R$ 499 milhões, para a companhia. \nAlém de reconhecer a nossa qualidade de vítima, o Poder Judiciário vem condenando, na seara penal, os \nacusados em dano mínimo (que vem a ser o menor valor para indenização dos danos decorrentes dos \ncrimes), cujo valor será revertido em nosso favor. Tais valores serão cobrados dos réus (pessoas físicas) na \nJustiça Cível, mas somente após o trânsito em julgado da respectiva ação penal. Ao final de 2022, estes \nvalores totalizaram cerca de R$ 1 bilhão, além de um valor em dólares de mais US$ 145,59 milhões (já que']","Em 2022, a Petrobras recebeu aproximadamente R$ 499 milhões em ressarcimentos, além de um valor em dólares de mais US$ 145,59 milhões. Comparando isso com os US$ 134 milhões pagos no exterior, a quantia recebida em ressarcimentos em dólares é significativamente maior, indicando um retorno financeiro considerável para a companhia.",multi_hop_specific_query_synthesizer
Quais ações foram realizadas no projeto de Gestão Dinâmica de Barreiras e como isso se relaciona com o Programa Compromisso com a Vida da PETROBRAS?,"['<1-hop>\n\ntornem uma conversa diária com as lideranças envolvidas.  \nOs FSPs complementam as Regras de Ouro, trazendo foco às questões de segurança de processo. Cinco \nfundamentos foram então definidos e reunidos no nosso Manual de Fundamentos de Segurança de \nProcesso. São eles: \n \n \n \n \n \n \n \n \n \nDurante a implantação dos FSPs diversas ações foram realizadas, tais como sensibilização das lideranças, \nestabelecimento de pontos focais para o tema nas unidades e treinamento das frentes operacionais na \nmodalidade de ensino a distância. Os FSPs já estão inseridos no sistema de gestão de SMS da companhia.    \nAinda no âmbito do Programa Compromisso com a Vida, merece destaque o projeto de Gestão Dinâmica de \nBarreiras (GDB), voltado à capacitação técnica e adoção de melhores práticas e soluções tecnológicas que \notimizem o gerenciamento da integridade e da disponibilidade das barreiras de proteção contra acidentes', '<2-hop>\n\nPETROBRAS   | Relatório de Sustentabilidade | 2022  218 \nSegurança, saúde e bem-estar \nlançamos o Programa Compromisso com a Vida.  O Programa é composto por projetos estruturantes \ndefinidos com base na análise crítica da gestão de Segurança, Meio Ambiente e Saúde (SMS), com referência \nnas melhores práticas de mercado, sendo que, em seu sexto ciclo, iniciado e desenvolvido ao longo de 2022, \npodemos destacar as seguintes ações:  \n▪ Saúde 365: cuidado integral com a Saúde 365 dias no ano, fortalecendo o engajamento e \nprotagonismo dos empregados. \n▪ Gestão Dinâmica de Barreiras: fortalecimento da Segurança de Processo com foco na capacitação \ntécnica e adoção de melhores práticas e soluções tecnológicas que garantam a integridade e a \nconfiabilidade das instalações. \n▪ SMS na Prestação de Serviços: melhorias nos processos de seleção de empresas prestadoras de \nserviço e fiscalização de contratos levando em conta aspectos de SMS.']","No projeto de Gestão Dinâmica de Barreiras (GDB), diversas ações foram realizadas, incluindo a capacitação técnica e a adoção de melhores práticas e soluções tecnológicas para otimizar o gerenciamento da integridade e da disponibilidade das barreiras de proteção contra acidentes. Essas ações estão inseridas no Programa Compromisso com a Vida da PETROBRAS, que é composto por projetos estruturantes baseados na análise crítica da gestão de Segurança, Meio Ambiente e Saúde (SMS), visando fortalecer a segurança de processo e garantir a integridade e confiabilidade das instalações.",multi_hop_specific_query_synthesizer
