user_input,reference_contexts,reference,synthesizer_name
Qual é o papel de Francisco Gomes Neto na Embraer e como ele contribui para a estratégia de crescimento da empresa?,"['braer prontos para colher os resultados do trabalho dos últi-\nmos anos e crescer de forma rentável. Continuamos confian-\ntes na nossa estratégia de crescimento e geração de valor para \nclientes, acionistas e para a sociedade, por meio de parcerias \nestratégicas, eficiência empresarial, inovação e ESG. \nFrancisco Gomes Neto\nPresidente da Embraer\nAlexandre Silva\nPresidente do Conselho de Administração']","Francisco Gomes Neto é o Presidente da Embraer e desempenha um papel fundamental na estratégia de crescimento da empresa, focando na geração de valor para clientes, acionistas e para a sociedade, através de parcerias estratégicas, eficiência empresarial, inovação e ESG.",single_hop_specifc_query_synthesizer
Quais são os principais tópicos abordados no RELATÓRIO ANUAL 2023 da Embraer?,"['SOBRE A\nEMBRAER\nOnde Estamos  8 \nPilares da Cultura  9\nDESEMPENHO  \nFINANCEIRO\n Resultado Operacional 1 3 \nESG  \nCOMPROMISSO\nCOM O FUTURO\nCompromisso Ambiental 1 6  \nCompromisso Social 19\nCompromisso em Governança 32\nProgramas de Porta de Entrada 22\nPrêmios e Destaques 37  \nVerticais de Inovação 38  \nCultura de Inovação 41\nEmbraer-X 42  \nEve Air Mobility 38\nUNIDADES DE  \nNEGÓCIOS\nAviação Comercial 48  \nAviação Executiva 51   \nDefesa & Segurança 54  \nAviação Agrícola 5 7  \nServiços & Suporte 58  \n \nClique para ir ao assunto desejado\nTodas as páginas deste arquivo são navegáveis: menus e paginação.\n06 14 35 4711\nÍNDICE\nRELATÓRIO ANUAL 2023 \nTECNOLOGIA   \nE INOVAÇÃO\n62. Referências Técnicas, Materialidade, Indicadores, GRI, SASB, TCFD\nSUSTENTABILIDADEINDICADORES DE']","O RELATÓRIO ANUAL 2023 da Embraer aborda diversos tópicos, incluindo o desempenho financeiro, compromisso ambiental, compromisso social, compromisso em governança, programas de porta de entrada, prêmios e destaques, verticais de inovação, e unidades de negócios como aviação comercial, aviação executiva, defesa & segurança, aviação agrícola, e serviços & suporte.",single_hop_specifc_query_synthesizer
Qual é o papel da Aviação Comercial no crescimento sustentável da Embraer?,"['7\nESGDESEMPENHO FINANCEIROÍNDICE INDICADORES DE SUSTENTABILIDADEUNIDADES DE NEGÓCIOSINOVAÇÃO\nRELATÓRIO ANUAL 2023SOBRE A EMBRAER\nIMPACTO GLOBAL  \nE COMPROMISSO \nCOM A INOVAÇÃO.\nLÍDER NO SETOR AEROESPACIAL E  \nDE DEFESA, RECONHECIDA POR SEU\nDesde a sua criação em 1969, a Embraer prioriza o crescimen-\nto sustentável baseado na inovação, na segurança de seus \nprodutos e na escuta atenta às necessidades do mercado, tor-\nnando estes os pilares fundamentais de sua força.\nCom presença nos mercados de Aviação Comercial, Aviação \nExecutiva, Defesa & Segurança, e Serviços & Suporte, a com-\npanhia fabricou e entregou mais de 8 mil aeronaves ao longo \nde sua história. \nEm média, a cada 10 segundos uma aeronave fabricada pela \nEmbraer decola de algum lugar do mundo, transportando anu-\nalmente mais de 145 milhões de passageiros. Indo além de \nqualquer fronteira, a empresa impacta positivamente no de -\nsenvolvimento científico, tecnológico, industrial e social das']","A Aviação Comercial é um dos mercados em que a Embraer atua, e a empresa prioriza o crescimento sustentável baseado na inovação e na segurança de seus produtos, tornando esses aspectos pilares fundamentais de sua força.",single_hop_specifc_query_synthesizer
"Quais são as principais contribuições da Embraer para o desenvolvimento científico, tecnológico, industrial e social nas regiões onde opera, considerando sua força de trabalho e presença global?","['almente mais de 145 milhões de passageiros. Indo além de \nqualquer fronteira, a empresa impacta positivamente no de -\nsenvolvimento científico, tecnológico, industrial e social das \nregiões onde está presente, ajudando na construção de um \nfuturo melhor para as pessoas e para o planeta.\nCom uma força de trabalho dedicada de 19.179 funcioná -\nrios(as) no final de 2023, tanto no Brasil quanto no exterior, a \npresença global da Embraer é ainda reforçada por suas opera-\nções industriais, escritórios, centros de serviços e distribuição \nde peças em vários continentes.\nO número de empregados(as) considera estagiários(as) e \naprendizes contratados(as) diretamente pelas empresas \nEmbraer. Não foram considerados dados das coligadas Atech, \nVisiona e OGMA. \nNo final de 2023, sua substancial carteira de pedidos \nfirmes indicou excelentes perspectivas futuras:\nFabricante global do setor aeroespacial, a Embraer tem receitas \nem diferentes produtos e serviços os quais, em 2023, contribuí-']","A Embraer impacta positivamente o desenvolvimento científico, tecnológico, industrial e social das regiões onde está presente, ajudando na construção de um futuro melhor para as pessoas e para o planeta. Com uma força de trabalho dedicada de 19.179 funcionários no final de 2023, a presença global da Embraer é reforçada por suas operações industriais, escritórios, centros de serviços e distribuição de peças em vários continentes.",single_hop_specifc_query_synthesizer
Quais são as proporções de receita da Aviaçã Executiva em relação aos outros segmentos da Embraer em 2023?,"['firmes indicou excelentes perspectivas futuras:\nFabricante global do setor aeroespacial, a Embraer tem receitas \nem diferentes produtos e serviços os quais, em 2023, contribuí-\nram nas seguintes proporções para o resultado da empresa: Avia-\nção Comercial, 35,1%; Aviação Executiva, 26,7%; Defesa & Segu-\nrança, 9,8%; Serviços & Suporte 26,9%; outros segmentos  1,5%.\nAVIAÇÃO COMERCIAL\n47 ,2% - US$8,8 BILHÕES\nAVIAÇÃO EXECUTIVA\n23,1% - US$4,3 BILHÕES\nDEFESA & SEGURANÇA\n13,3% - US$2,5 BILHÕES\nSERVIÇOS & SUPORTE\n16,4% - US$3,1 BILHÕES']","Em 2023, a Aviação Executiva contribuiu com 26,7% para o resultado da Embraer, o que representa US$4,3 bilhões. Comparando com outros segmentos, a Aviação Comercial teve uma contribuição de 35,1% (US$8,8 bilhões), Defesa & Segurança 9,8% (US$2,5 bilhões), e Serviços & Suporte 26,9% (US$3,1 bilhões).",single_hop_specifc_query_synthesizer
Quais são os pilares da cultura da EMBRAER mencionados no relatório anual de 2023?,['9\nESGDESEMPENHO FINANCEIROÍNDICE INDICADORES DE SUSTENTABILIDADEUNIDADES DE NEGÓCIOSINOVAÇÃO\nRELATÓRIO ANUAL 2023SOBRE A EMBRAER\nCULTURA\nPILARES DE\n  TRATE A COMPLEXIDADE  \nCOM SIMPLICIDADE.\n  SEJA RESPONSÁVEL PELOS  \nRESULTADOS DA EMPRESA.\n  TENHA ABERTURA E HONESTIDADE  \nAO FALAR E OUVIR.\n  UMA EMBRAER.  \nUM SÓ TIME.\n  PAIXÃO POR FAZER  \nA DIFERENÇA.'],"Os pilares da cultura da EMBRAER mencionados no relatório anual de 2023 são: tratar a complexidade com simplicidade, ser responsável pelos resultados da empresa, ter abertura e honestidade ao falar e ouvir, e a ideia de que a EMBRAER é um só time, com paixão por fazer a diferença.",single_hop_specifc_query_synthesizer
Quais são os pilares que guiam a cultura da Embraer no relatório anual de 2023?,"['10\nESGDESEMPENHO FINANCEIROÍNDICE INDICADORES DE SUSTENTABILIDADEUNIDADES DE NEGÓCIOSINOVAÇÃO\nRELATÓRIO ANUAL 2023SOBRE A EMBRAER\nEMBRAER\nCULTURA\nEm uma evolução cultural as principais \ntransformações não são feitas em processos \ne sistemas e, sim, dentro de cada pessoa – \nem crenças, hábitos, escolhas e decisões. \nNa Embraer, a evolução contínua da nossa \ncultura tem como base cinco pilares, que \nguiam nossos comportamentos e comple -\nmentam nosso compromisso com a ética e a \nintegridade e com a segurança, a sustenta -\nbilidade e a busca contínua pela excelência \nnos produtos e serviços para nossos clientes \ne demais stakeholders. São nossos pilares:  \n• Uma Embraer. Um só time. \n• Tenha abertura e honestidade ao falar e ouvir.\n• Seja responsável pelos resultados da empresa.\n• Trate a complexidade com simplicidade.\n• Paixão por fazer a diferença.\nEsses pilares também têm papel fundamen-\ntal para o sucesso do plano estratégico e o \ncrescimento sustentável e rentável da Em-']",Os pilares que guiam a cultura da Embraer no relatório anual de 2023 são: Uma Embraer. Um só time; Tenha abertura e honestidade ao falar e ouvir; Seja responsável pelos resultados da empresa; Trate a complexidade com simplicidade; Paixão por fazer a diferença.,single_hop_specifc_query_synthesizer
Como a Embraer promove a cultura e a diversidade dentro da empresa?,"['• Paixão por fazer a diferença.\nEsses pilares também têm papel fundamen-\ntal para o sucesso do plano estratégico e o \ncrescimento sustentável e rentável da Em-\nbraer. Desde a criação deles, temos promo -\nvido ações e reflexões para a evolução da \nnossa cultura e já percebemos resultados \npositivos em nossas pesquisas e no dia a \ndia das pessoas.\nPara dar mais clareza sobre quais são as \natitudes que a companhia espera de nós, \ncocriamos com a liderança, os comporta -\nmentos desejados em relação a cada pilar. \nPara que todos(as) pudessem conhecê-los \ne praticá-los, realizamos treinamentos, \ncampanhas de comunicação e ações em \ndiversas áreas de forma global. Além disso, \npromovemos conversas sobre cultura e di-\nversidade, para que todos(as) sejam exem-\nplo nessa jornada.\nCriamos também os eTalks, um canal que \naproxima a alta liderança dos(as) colabo -\nradores(as), oferecendo oportunidade para \nque falem abertamente sobre assuntos es -\ntratégicos e sintam-se parte dos resultados']","A Embraer promove a cultura e a diversidade através de treinamentos, campanhas de comunicação e ações em diversas áreas de forma global. Além disso, a empresa realiza conversas sobre cultura e diversidade para que todos os colaboradores sejam exemplo nessa jornada.",single_hop_specifc_query_synthesizer
"Qual é a relação entre a educação corporativa da Embraer, conforme descrito no GRI 404-2, e a diversidade nos órgãos de governança, conforme indicado no GRI 405-1?","['<1-hop>\n\n27\nDESEMPENHO FINANCEIROSOBRE A EMBRAERÍNDICE INDICADORES DE SUSTENTABILIDADEUNIDADES DE NEGÓCIOSINOVAÇÃO\nRELATÓRIO ANUAL 2023ESG\nA Embraer possui a sua própria marca de edu-\ncação, EMpower, com foco em disseminar a \ncultura da aprendizagem de forma global e ali-\nnhada às tendências de mercado.\nA empresa tem o desafio de manter o conhe -\ncimento relevante para sustentar as competên-\ncias atuais e do futuro, alinhado às necessida-\ndes do negócio, cultura e diversidade, buscando \ngarantir o investimento estratégico e contínuo \nna formação das pessoas e respeitando os di-\nferentes momentos de carreira. Além disso, \nconsidera que desenvolver as pessoas contribui \npara que elas permaneçam na companhia, au-\nmentando o engajamento e sustentabilidade do \ncapital intelectual.\nGRI 404-2\nDA EMBRAER\nHUB DE APREDIZAGEM\nO EMpower é desenhado em um modelo de \nHUB de aprendizagem e contempla progra -\nmas corporativos, academias e plataformas de \naprendizagem.', '<2-hop>\n\n111\nSUMÁRIO DE CONTEÚDOINDICADORES ESGMATERIALIDADEREFERÊNCIAS TÉCNICAS\nINDICADORES DE SUSTENTABILIDADE 2023\nDiversidade nos órgãos de governança (GRI 405-1)\nDiversidade nos Orgãos de Governança Unidade 2021 2022 2023\nMulheres % 15 15 9\nHomens % 85 85 91\n< 30 anos % 0 0 0\n30-50 anos % 8 8 9\n> 50 anos % 92 92 91\nNúmero total de pessoas N 13 13 11\nDIVERSIDADE\nINDICADORES ESG']","A educação corporativa da Embraer, destacada no GRI 404-2, é parte de uma estratégia para desenvolver as competências dos colaboradores, o que pode impactar positivamente a diversidade nos órgãos de governança, conforme indicado no GRI 405-1. A formação contínua e o investimento em capital intelectual podem contribuir para um ambiente mais inclusivo, refletindo-se na diversidade de gênero e faixa etária nos órgãos de governança da empresa.",multi_hop_specific_query_synthesizer
Quais são as principais iniciativas da Academia da Engenharia e como elas se relacionam com o desenvolvimento da liderança na Academia da Liderança?,"['<1-hop>\n\nram modeladas com diferentes metodologias \neducacionais, elaboradas e ministradas pe -\nlos(as) 279 instrutores(as) internos(as), além \ndos(as) externos(as). A cultura do aprendiza -\ndo foi reforçada com o lançamento da página \nda Academia da Engenharia, tornando ainda \nmais acessível e fluída a divulgação das jor -\nnadas de aprendizado. Algumas iniciativas de \ndesenvolvimento da engenharia são: \n1 - PROGRAMA DE MENTORIA TÉCNICA \nDA ENGENHARIA \nHá 14 anos comprovando a importância da \ntroca de conhecimentos entre as gerações \npara ampliar a maturidade e prontidão na \ncarreira das pessoas, foi encerrada mais uma \nturma do Programa de Mentoria Técnica, com \na participação de 149 mentorados(as) e 99 \nmentores(as), que dedicaram horas de estu-\ndos em 103 temas técnicos de impacto direto \nna gestão dos conhecimentos.  \n2- PROGRAMA DE ACELERAÇÃO DOS CO-\nNHECIMENTOS DA ENGENHARIA (ACE) \nO Programa de Aceleração dos Conhecimen-\ntos da Engenharia (ACE) tem como objetivo', '<2-hop>\n\n98\nSUMÁRIO DE CONTEÚDOINDICADORES ESGMATERIALIDADEREFERÊNCIAS TÉCNICAS\nINDICADORES DE SUSTENTABILIDADE 2023\nACADEMIAS  \nGRI 404; 3-3 \nConsiderando que a Embraer tem o seu planejamento estraté-\ngico muito claro e consistente, o desenvolvimento da Liderança \né essencial para criar e executar essa estratégia. A Academia da \nLiderança foi construída com pilares conectados à estratégia da \nEmbraer, focando em Negócios, Cultura, Diversidade, Ciclo de \nPessoas e Saúde Mental. Em 2023 foram mais de 26 mil horas \nde treinamento para os(as) líderes, tendo uma média de 28 ho-\nras por líder e uma taxa de alcance de 99,7% do efetivo com um \ninvestimento superior a R$ 1,2 milhão. \nA Academia da Liderança também trouxe para os seus pilares \nações derivadas dos resultados obtidos na pesquisa de engaja-\nmento da GPTW, realizada em 2022, sempre conectados à estra-\ntégia da Embraer. Dentre estas iniciativas destacam-se Treina-\nmento de Saúde Mental & Segurança Psicológica, oferecido para']","As principais iniciativas da Academia da Engenharia incluem o Programa de Mentoria Técnica, que promove a troca de conhecimentos entre gerações, e o Programa de Aceleração dos Conhecimentos da Engenharia (ACE), que visa ampliar a maturidade e prontidão na carreira das pessoas. Essas iniciativas são complementares ao desenvolvimento da liderança na Academia da Liderança, que se concentra em pilares como Negócios, Cultura, Diversidade, Ciclo de Pessoas e Saúde Mental. Em 2023, a Academia da Liderança ofereceu mais de 26 mil horas de treinamento, refletindo a importância de uma liderança bem desenvolvida para a execução da estratégia da Embraer, que também é apoiada pelas iniciativas da Academia da Engenharia.",multi_hop_specific_query_synthesizer
